20190901 222400;1.098810;1.098820;1.098750;1.098760;0
20190901 222500;1.098770;1.098780;1.098770;1.098780;0
20190901 222600;1.098800;1.098860;1.098800;1.098860;0
20190901 222700;1.098880;1.098910;1.098880;1.098910;0
20190901 222800;1.098910;1.098910;1.098900;1.098900;0
20190901 222900;1.098910;1.098920;1.098870;1.098870;0
20190901 223000;1.098860;1.098900;1.098850;1.098880;0
20190901 223100;1.098880;1.098900;1.098840;1.098840;0
20190901 223200;1.098830;1.098840;1.098760;1.098790;0
20190901 223300;1.098790;1.098800;1.098720;1.098720;0
20190901 223400;1.098730;1.098750;1.098730;1.098750;0
20190901 223500;1.098750;1.098780;1.098740;1.098770;0
20190901 223600;1.098790;1.098800;1.098780;1.098790;0
20190901 223700;1.098790;1.098800;1.098790;1.098800;0
20190901 223800;1.098800;1.098850;1.098800;1.098850;0
20190901 223900;1.098840;1.098910;1.098840;1.098910;0
20190901 224000;1.098900;1.098900;1.098860;1.098890;0
20190901 224100;1.098880;1.098880;1.098880;1.098880;0
20190901 224200;1.098910;1.098960;1.098910;1.098960;0
20190901 224300;1.098970;1.098970;1.098930;1.098960;0
20190901 224400;1.098960;1.098970;1.098940;1.098960;0
20190901 224500;1.098970;1.098990;1.098940;1.098950;0
20190901 224600;1.098960;1.099050;1.098960;1.099050;0
20190901 224700;1.099020;1.099020;1.098950;1.098970;0
20190901 224800;1.098990;1.099000;1.098980;1.098990;0
20190901 224900;1.099020;1.099060;1.098960;1.098990;0
20190901 225000;1.098990;1.099040;1.098980;1.099040;0
20190901 225100;1.099040;1.099040;1.098990;1.098990;0
20190901 225200;1.099020;1.099180;1.099020;1.099180;0
20190901 225300;1.099170;1.099190;1.099140;1.099180;0
20190901 225400;1.099170;1.099210;1.099170;1.099180;0
20190901 225500;1.099170;1.099180;1.099150;1.099170;0
20190901 225600;1.099190;1.099190;1.099140;1.099140;0
20190901 225700;1.099130;1.099130;1.099070;1.099070;0
20190901 225800;1.099080;1.099080;1.099050;1.099050;0
20190901 225900;1.099060;1.099060;1.099040;1.099040;0
20190901 230000;1.099040;1.099040;1.098980;1.098990;0
20190901 230100;1.098990;1.099010;1.098990;1.099010;0
20190901 230200;1.099010;1.099060;1.099010;1.099050;0
20190901 230300;1.099040;1.099100;1.099040;1.099100;0
20190901 230400;1.099100;1.099180;1.099100;1.099170;0
20190901 230500;1.099170;1.099220;1.099160;1.099220;0
20190901 230600;1.099220;1.099300;1.099220;1.099290;0
20190901 230700;1.099290;1.099290;1.099270;1.099290;0
20190901 230800;1.099300;1.099310;1.099290;1.099290;0
20190901 230900;1.099290;1.099290;1.099240;1.099260;0
20190901 231000;1.099260;1.099290;1.099240;1.099240;0
20190901 231100;1.099240;1.099260;1.099220;1.099220;0
